GLOBAL_ID,processed_txt,travel_mode,sentiment,reasoning,model
3912,only one asshole on this subway car without a mask. only three assholes on this subway car giving their masks the 'old under the nose treatment.,Subway,Negative,The writer is frustrated with people not wearing masks on the subway.,llama2
3912,only one asshole on this subway car without a mask. only three assholes on this subway car giving their masks the 'old under the nose treatment.,Subway,Negative,The tweet expresses frustration with people not wearing masks on the subway.,mistral
3912,only one asshole on this subway car without a mask. only three assholes on this subway car giving their masks the 'old under the nose treatment.,,,,openai
3913,this poor construction worker sitting across from me on the train just dropped all of his peanut m&amp;ms on the floor,Subway,Neutral,The tweet simply observes the dropped snack without any emotion.,llama2
3913,this poor construction worker sitting across from me on the train just dropped all of his peanut m&amp;ms on the floor,Subway,Negative,The construction worker dropped peanut m&amp;ms on the floor.,mistral
3913,this poor construction worker sitting across from me on the train just dropped all of his peanut m&amp;ms on the floor,,,,openai
3914,"i am at mta subway 63rd dr and rego park (m and r) in rego park, ny https: and and t.co and tblljhwv1w",Subway,Positive,The tweet mentions the location of a subway station and uses a positive tone.,llama2
3914,"i am at mta subway 63rd dr and rego park (m and r) in rego park, ny https: and and t.co and tblljhwv1w",Subway,Neutral,The tweet is a location update.,mistral
3914,"i am at mta subway 63rd dr and rego park (m and r) in rego park, ny https: and and t.co and tblljhwv1w",,,,openai
3915,"( mta subway fulton st (a and c and j and z and 2 and 3 and 4 and 5) in new york, ny) https: and and t.co and hzpkpsnwtd",Subway,Neutral,"The tweet contains a URL and multiple hashtags, indicating a neutral sentiment.",llama2
3915,"( mta subway fulton st (a and c and j and z and 2 and 3 and 4 and 5) in new york, ny) https: and and t.co and hzpkpsnwtd",Subway,Neutral,The tweet contains a link to a specific subway route in New York City.,mistral
3915,"( mta subway fulton st (a and c and j and z and 2 and 3 and 4 and 5) in new york, ny) https: and and t.co and hzpkpsnwtd",,,,openai
3916,you all still ride the nyc subway?,Unknown,Neutral,The tweetster is questioning the relevance of the subway in the current era.,llama2
3916,you all still ride the nyc subway?,Subway,Negative,The tweet expresses a negative sentiment towards the subway.,mistral
3916,you all still ride the nyc subway?,,,,openai
3917,"she took the midnight train going anywhere... new york, new york https: and and t.co and drtyipgeou",Unknown,Neutral,The tweet does not mention any specific mode of travel.,llama2
3917,"she took the midnight train going anywhere... new york, new york https: and and t.co and drtyipgeou",Unknown,,,mistral
3917,"she took the midnight train going anywhere... new york, new york https: and and t.co and drtyipgeou",,,,openai
3918,no coincidence that the officially banned pooping on the subways yesterday.. https: and and t.co and lraw5hqolz,Subway,Positive,The tweet is positive about the subway ban on pooping.,llama2
3918,no coincidence that the officially banned pooping on the subways yesterday.. https: and and t.co and lraw5hqolz,Subway,Negative,The tweet is about the official ban on pooping on the subways.,mistral
3918,no coincidence that the officially banned pooping on the subways yesterday.. https: and and t.co and lraw5hqolz,,,,openai
3919,goes to the dmv (first time on a train since march!) and fails at the dmv because i did not have the paperwork i needed (it was not online when i applied) you can send a qr code confirmation but not attachments to make sure people come in correctly? bet,Subway,Negative,The tweet mentions taking the train for the first time since March and failing to complete the DMV application due to missing paperwork.,llama2
3919,goes to the dmv (first time on a train since march!) and fails at the dmv because i did not have the paperwork i needed (it was not online when i applied) you can send a qr code confirmation but not attachments to make sure people come in correctly? bet,Unknown,,,mistral
3919,goes to the dmv (first time on a train since march!) and fails at the dmv because i did not have the paperwork i needed (it was not online when i applied) you can send a qr code confirmation but not attachments to make sure people come in correctly? bet,,,,openai
3920,"does anyone feel like a ninja turtle when wearing a mask in the subway? call me casey angelo dressler splinter from now on, please. off to hang with my pal, alexis mundy! new york, new york https: and and t.co and j2ys3gxpzv",Subway,Positive,"The tweet mentions wearing a mask in the subway and feeling like a ninja turtle, indicating a positive sentiment.",llama2
3920,"does anyone feel like a ninja turtle when wearing a mask in the subway? call me casey angelo dressler splinter from now on, please. off to hang with my pal, alexis mundy! new york, new york https: and and t.co and j2ys3gxpzv",Subway,Positive,The person is expressing a positive sentiment about wearing a mask in the subway.,mistral
3920,"does anyone feel like a ninja turtle when wearing a mask in the subway? call me casey angelo dressler splinter from now on, please. off to hang with my pal, alexis mundy! new york, new york https: and and t.co and j2ys3gxpzv",,,,openai
3921,my morning skate to train in my aggressives got delayed anyways... i am off to it now &amp; remember..........drink some fucking water today if you a heaux or not..!!!bye https: and and t.co and x1ysxkknho,Unknown,Negative,The tweet contains inappropriate language and does not make sense.,llama2
